UBIGEO,DISTRITO,PROVINCIA,DEPARTAMENTO,NOMBRE LOCAL,INSTALACION DEPORTIVA,TIPO INSTALACION,TIPO AP,ESPACIOS DEPORTIVOS,DISCIPLINAS DEPORTIVAS,FUNCIONAMIENTO,PLANIFICADA PARA INTERVENCIÓN,COORDENADAS X,COORDENADAS Y,CRITERIO TECNICO,PROBLEMAS ESTRUCTURALES,RIESGO DE COLAPSO,NO CORRESPONDE A MANTENIMIENTO,ESPACIOS DEPORTIVOS INADECUADOS,REQUIIERE REEMPLAZO,EDIFICACION INADECUADA,MOTIVO,ESTADO CONSERVACIÓN BLOQUE,ESTADO SITUACIONAL,ESPACIOS COMPLEMENTARIOS,INSTALACIONES DEPORTIVAS,CONDICION DEL BIEN,ADM,NOMBRE PREDIO,TIPO DEL BIEN,USO GENERICO,USO ESPECIFICO,DIRECCION,AREA (M2),TIPO DOCUMENTO REGISTRAL,NÚMERO DOCUMENTO REGISTRAL,CONDICION SANEAMIENTO,TIPO  CARGAS,BASE,DIRECCION PREDIO,NOMBRE EDIFICACION,TIPO INFRAESTRUCTURA,AREA M2,PROPIETARIO,ADMINISTRACION,PARTIDA ELECTRONICA,SANEADO,CONVENIO,CLASIFICA PREDIO CONVENIO,ENTIDAD,ESTADO CONVENIO,TIPO PREDIO,DESCRIPCION,ESTADO PREDIO,FVEN ITSE,ESTADO ITSE,PROGRAMA LA ACADEMIA,BASE2,DIRECCION PREDIO2,NOMBRE EDIFICACION2,PRIORIZADA,TIPO,RESPONSABLE,ESPECIALIDAD,NRO APOYO,AREA,ITSE,FECHA LIMITE,PROGRAMA LA ACADEMIA2,ESPECTADORES,DEPORTES,ESTADO INFRAESTRUCTURA,MTTO,OBSERVACIONES,DIAGNOSTICO,AÑO,PROY.,CODIGO UNICO IDEA,SNIP
040701,MOLLENDO,ISLAY,AREQUIPA,COLISEO CERRADO MOLLENDO,INSTALACION DEPORTIVA DE COMPETENCIA,COLISEO,COLISEO,CAMPO MENOR MULTIDEPORTIVO (01),"FULBITO,
VOLEIBOL, 
BASQUETBOL, 
ARTES MARCIALES",SI,NO,"-72,0135094","-17,01251606",NO,SI,SI,SI,SI,SI,NO,,INADECUADO,"DICHO ESCERNARIO DEPORTIVO SE ENCUENTRA EN MALAS CONDICIONES, ESPECIALMENTE LOS AMBIENTES QUE SE ENCUENTRA DEBAJO DE LAS TRIBUNA, ILUMINACION, PINTADO , CAMBIO DEL CIRCUITO ELECTRICO, CAMBIO DEL TECHO","SE REQUIERE EL CAMBIO TOTAL DE LOS SERVICIOS HIGIENICOS, MANTENIMIENTO DE LAS TRIBUNAS , Y LAS CABINAS DE TRANSMISCION",SE REQUIERE EN CALIDAD DE URGENTE EL MANTENIMIENTO PREVENTIVO DE DICHO RECINTO DEPORTIVO.,CON ADMINISTRACION GRATUITA,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,COLISEO CERRADO MOLLENDO,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,COLISEO,"PROLOG. MARISCAL CASTILLA S/N. , URB. SAN MARTIN DE PORRES-CENTRO POBLADO MOLLENDO, LOTE 8, MZ B","1651,82",PARTIDA ELECTRÓNICA,P06215248,SI,AFECTACION EN USO,UCR,PROLOG. MARISCAL CASTILLA S/N. URB. SAN MARTIN DE PORRES,COLISEO CERRADO MOLLENDO,COLISEO,"1651,82",COFOPRI,IPD,P06215248,SI,CONVENIO N° 009-2002 - TRANSFERENCIA DE PARTIDAS,CONVENIO ADM POR IPD,MUNICIPALIDAD PROVINCIAL DE ISLAY,NO VIGENTE,INFRAESTRUCTURA,● LOSA DEPORTIVA MULTIUSO,MALO,,SIN ITSE,NO ESPECIFICA,MNTO,PROLOG. MARISCAL CASTILLA S/N. URB. SAN MARTIN DE PORRES,COLISEO CERRADO MOLLENDO,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,1651.82,SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,"SI, POLIDEPORTIVO DE 02 MODULOS",,
050108,QUINUA,HUAMANGA,AYACUCHO,PISCINA MUYURINA,Cargando...,PISCINA,PISCINA,PISCINA RECREATIVA,NATACION,NO,SI,"-74,19231507","-13,11387601",SI,SI,SI,SI,SI,SI,NO,"NO TIENE GRADERÍAS, SOLO LA PISCINA Y AMBIENTES PARA VESTUARIO Y SS.HH.",INADECUADO,MAL,MAL,LOS VESTUARIOS Y SS.HH SE ENCUENTRAN DETERIORADOS,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,PISCINA MUYURINA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,PISCINA,Cargando...,"1241,35",PARTIDA ELECTRÓNICA,11053459,SI,NO TIENE,UCR,C.C. ESPIRITU SANTO DE MUYURINA,PISCINA MUYURINA,PISCINA,"1241,35",ESTADO-IPD,GORE AYACUCHO,11053459,SI,SIN CONVENIO,SIN CONVENIO ADM POR OTRAS INSTITUCIONES,NO APLICA,NO APLICA,INFRAESTRUCTURA,● PISCINA,REGULAR,,SIN ITSE,NO,MNTO,C.C. ESPIRITU SANTO DE MUYURINA,PISCINA MUYURINA,NO,REGIONES,JUAN CARLOS CHINEN,ARQUITECTO,07UM,"12413499999999900,00",SIN ITSE,,NO,,NATACION,EN DESUSO,FALTA MTTO. PINTURA EN FACHADA. REPARAR ENTUBADO ELÉCTRICO ALREDEDOR DE CERCO. MTTO TECHO RESERVORIO. MTTO. DE TABLEROS. MTTO. DE BOMBAS Y TUBERÍAS. REEMPLAZO DE TAPA DE CISTERNA. REPARAR GRIETA EN PISCINA. REPARACIÓN DE FISURA EN VEST. DAMAS. REPARACIÓN DE TECHO DE VEST. VARONES.,"COMPLETAR CERCO PERIMÉTRICO. NO TIENE GRADERÍAS, SOLO LA PISCINA Y AMBIENTES PARA VESTUARIO Y SS.HH.",NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
050401,HUANTA,HUANTA,AYACUCHO,COLISEO CERRADO DE HUANTA,Cargando...,COLISEO,COLISEO,CAMPO MENOR MULTIDEPORTIVO (01),"BASQUETBOL,
VOLEIBOL",SI,SI,"-74,25943255","-12,92233644",NO,NO,NO,NO,SI,NO,SI,EL CAMPO DEPORTIVO NO CUENTA CON UN PISO ESPECIAL SOLO FROTACHADO DE CEMENTO Y PINTADO,INADECUADO,MAL,MAL,JUDICIALIZADO PARTE DEL PREDIO CON FAMILIA PARTICULAR,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,COLISEO CERRADO DE HUANTA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,COLISEO,"CR. HUANTA LURICOCHA, CHILLICOPAMPA","11777,1",PARTIDA ELECTRÓNICA,11010554,SI,NO TIENE,UCR,CHILLICOPAMPA,COLISEO CERRADO DE HUANTA,COLISEO,"11777,1",IPD,IPD,11010554,SI,CONVENIO N°054-2021-IPD-MPH,CONVENIO ADM POR IPD,MUNICIPALIDAD PROVINCIAL DE HUANTA,NO VIGENTE,INFRAESTRUCTURA,"● CAMPO DE FUTSAL (GRASS SINTETICO) 
● LOSA MULTIUSO",REGULAR,,SIN ITSE,NO,MNTO,CHILLICOPAMPA,COLISEO CERRADO DE HUANTA,NO,REGIONES,JUAN CARLOS CHINEN,ARQUITECTO,07UM,11777.1,SIN ITSE,,NO,5000,"BASQUET, VOLEY, FUTSAL","OPERATIVO, TORNEOS LOCALES","TIENE ACCESIBILIDAD, MTTO. DE TECHOS, PINTURA INTERIOR Y EXTERIOR. MEJORAR BAÑOS VARONES Y DAMAS. FALTA LUMINARIAS. FALTA PINTURA EN FACHADA, TRIBUNAS Y CERCO. MTTO. DE LOSA, CAMBIO DE JUNTAS. MTTO HUMEDAD EN MUROS DEL COLISEO. REPARACIÓN FISURA LOSA. MEJORAR PARTE ELÉCTRICA. REPARAR FILTRACIÓN HUMEAD EN BAÑOS. REPARACIÓN DE FISURA EN MURO DE COLISEO Y BAÑOS, Y EN PISO EN ACCESO.","HAY UNA INVASIÓN DE 1,800 M2. FALTA PISO ESPECIAL EN CAMPOS DEPORTIVOS. EL CAMPO DEPORTIVO NO CUENTA CON UN PISO ESPECIAL SOLO FROTACHADO DE CEMENTO Y PINTADO. LA LOSA DEPORTIVA NO CUENTA CON INSTALACIÓN ELECTRICA NI SANITARIA. JUDICIALIZADO PARTE DEL PREDIO CON FAMILIA PARTICULAR.",NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
050401,HUANTA,HUANTA,AYACUCHO,COLISEO CERRADO DE HUANTA,INSTALACION DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,CAMPO MENOR DE FULBITO,FULBITO,SI,SI,"-74,25943255","-12,92233644",NO,SI,NO,SI,SI,,,LA LOSA DEPORTIVA NO CUENTA CON INSTALACIÓN ELECTRICA NI SANITARIA,INADECUADO,MAL,MAL,FALTA REALIZAR SU MANTENIMIENTO,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,COLISEO CERRADO DE HUANTA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,COLISEO,"CR. HUANTA LURICOCHA, CHILLICOPAMPA","11777,1",PARTIDA ELECTRÓNICA,11010554,SI,NO TIENE,UCR,CHILLICOPAMPA,COLISEO CERRADO DE HUANTA,COLISEO,"11777,1",IPD,IPD,11010554,SI,CONVENIO N°054-2021-IPD-MPH,CONVENIO ADM POR IPD,MUNICIPALIDAD PROVINCIAL DE HUANTA,NO VIGENTE,INFRAESTRUCTURA,"● CAMPO DE FUTSAL (GRASS SINTETICO) 
● LOSA MULTIUSO",REGULAR,,SIN ITSE,NO,MNTO,CHILLICOPAMPA,COLISEO CERRADO DE HUANTA,NO,REGIONES,JUAN CARLOS CHINEN,ARQUITECTO,07UM,11777.1,SIN ITSE,,NO,5000,"BASQUET, VOLEY, FUTSAL","OPERATIVO, TORNEOS LOCALES","TIENE ACCESIBILIDAD, MTTO. DE TECHOS, PINTURA INTERIOR Y EXTERIOR. MEJORAR BAÑOS VARONES Y DAMAS. FALTA LUMINARIAS. FALTA PINTURA EN FACHADA, TRIBUNAS Y CERCO. MTTO. DE LOSA, CAMBIO DE JUNTAS. MTTO HUMEDAD EN MUROS DEL COLISEO. REPARACIÓN FISURA LOSA. MEJORAR PARTE ELÉCTRICA. REPARAR FILTRACIÓN HUMEAD EN BAÑOS. REPARACIÓN DE FISURA EN MURO DE COLISEO Y BAÑOS, Y EN PISO EN ACCESO.","HAY UNA INVASIÓN DE 1,800 M2. FALTA PISO ESPECIAL EN CAMPOS DEPORTIVOS. EL CAMPO DEPORTIVO NO CUENTA CON UN PISO ESPECIAL SOLO FROTACHADO DE CEMENTO Y PINTADO. LA LOSA DEPORTIVA NO CUENTA CON INSTALACIÓN ELECTRICA NI SANITARIA. JUDICIALIZADO PARTE DEL PREDIO CON FAMILIA PARTICULAR.",NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,ESTADIO HEROES DE SAN RAMON,INSTALACION DEPORTIVA DE COMPETENCIA,ESTADIO DE FUTBOL,ESTADIO DE FUTBOL,CAMPO DEPORTIVO DE FUTBOL,FUTBOL,SI,,"-78,51097439","-7,16178824",,,,,,,,,,,,,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO HEROES DE SAN RAMON,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,"AV. LOS HEROES S/N, BARRIO SAN SEBASTIAN",35664,PARTIDA ELECTRÓNICA,11041313,SI,NO TIENE,UCR,AV. LOS HEROES S/N BARRIO SAN SEBASTIAN,ESTADIO HÉROES DE SAN RAMÓN,ESTADIO,35664,IPD,IPD,11041313,SI,"CONVENIO N° 054-2019 - AFECTACION EN USO (CERRADO)
/
066-2024 - COOPERACION INTERINSTITUCIONAL",CONVENIO ADM POR IPD,GORE CAJAMARCA,NO VIGENTE,INFRAESTRUCTURA,"● 03 LOSAS DEPORTIVAS MULTIUSO                                        ● CAMPO DE FUTBOL
● GIMNASIO",REGULAR,,,SI,MNTO,AV. LOS HEROES S/N BARRIO SAN SEBASTIAN,ESTADIO HEROES DE SAN RAMON,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,"35664,00",CON ITSE,2027,,,FÚTBOL (GRASS NATURAL),"OPERATIVO, EN USO","TRIBUNA ORIENTE, MEJORAMIENTO ESTRUCTURAL, II.EE., REPARACIÓN DE SS.HH. TRIBUNA NORTE Y SUR, PROVISIONAL (METALICO Y MADERA). MTTO URGENTE A PISTA ATLÉTICA.","CONSTRUCCIÓN DE TRIBUNA NORTE Y SUR. (25 AÑOS DE ANTIGÜEDAD, MATERIALES PROVISIONALES)",SI HAY DIAGNOSTICO,2025,"SI, POLIDEPORTIVO DE 01 MODULO",,
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,ESTADIO HEROES DE SAN RAMON,Cargando...,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,"2 CAMPOS MENORES MULTIDEPORTIVOS, CAMPO MENOR DE FULBITO (EXPLANADA)

SALAS DE PRACTICA DEPORTIVA DE FISICOCULTURISMO, JUDO, KARATE, TENIS DE MESA, AJEDREZ, LUCHA LIBRE, BOX, TAEKWONDO (SALAS FEDERATIVAS)","VOLEIBOL, BASQUETBOL,FULBOL,FULBITO
, KARATE, TENIS DE MESA, BOX,ATLETISMO,GIMNASIA",SI,,"-78,51097439","-7,16178824",,,,,,,,,,,,"TIENE PROBLEMAS CON LAS TRIBUNAS NORTE Y SUR QUE SON BASTIDORES DE METAL CON ASIENTOS DE TABLONES DE MADERA. TRIBUNA ORIENTE MUY DETERIORADA POR EL PASO DEL TIEMPO, PISTA ATLETICA EN MUY MALAS CONDICINES",PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO HEROES DE SAN RAMON,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,"AV. LOS HEROES S/N, BARRIO SAN SEBASTIAN",35664,PARTIDA ELECTRÓNICA,11041313,SI,NO TIENE,UCR,AV. LOS HEROES S/N BARRIO SAN SEBASTIAN,ESTADIO HÉROES DE SAN RAMÓN,ESTADIO,35664,IPD,IPD,11041313,SI,"CONVENIO N° 054-2019 - AFECTACION EN USO (CERRADO)
/
066-2024 - COOPERACION INTERINSTITUCIONAL",CONVENIO ADM POR IPD,GORE CAJAMARCA,NO VIGENTE,INFRAESTRUCTURA,"● 03 LOSAS DEPORTIVAS MULTIUSO                                        ● CAMPO DE FUTBOL
● GIMNASIO",REGULAR,,,SI,MNTO,AV. LOS HEROES S/N BARRIO SAN SEBASTIAN,ESTADIO HEROES DE SAN RAMON,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,"35664,00",CON ITSE,2027,,,FÚTBOL (GRASS NATURAL),"OPERATIVO, EN USO","TRIBUNA ORIENTE, MEJORAMIENTO ESTRUCTURAL, II.EE., REPARACIÓN DE SS.HH. TRIBUNA NORTE Y SUR, PROVISIONAL (METALICO Y MADERA). MTTO URGENTE A PISTA ATLÉTICA.","CONSTRUCCIÓN DE TRIBUNA NORTE Y SUR. (25 AÑOS DE ANTIGÜEDAD, MATERIALES PROVISIONALES)",SI HAY DIAGNOSTICO,2025,"SI, POLIDEPORTIVO DE 01 MODULO",,
060109,MAGDALENA,CAJAMARCA,CAJAMARCA,PISCINA IPD MAGDALENA,INSTALACION DEPORTIVA Y/O RECREATIVA,PISCINA,PISCINA,PISCINA RECREATIVA,NATACION,NO,,"-78,662013","-7,251205",,,,,,,,,,,,NO ESTA OPERATIVA  MAS DE15 ANOS.NO TIENE UNA FUENTE QUE LE PROPORCIONE AGUA,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,PISCINA IPD MAGDALENA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,PISCINA,Cargando...,1800,PARTIDA ELECTRÓNICA,11080077,SI,NO TIENE,UCR,CALLE S/N,PISCINA IPD MAGDALENA,PISCINA,1800,ESTADO-IPD,IPD,11080077,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,"● PISCINA                                                               
● PATERA",BUENO,,SIN ITSE,NO ESPECIFICA,MNTO,CALLE S/N,PISCINA IPD MAGDALENA,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,"1800,00",SIN ITSE,,,,NATACIÓN,"EN DESUSO, NO OPERATIVA (MÁS DE  15 AÑOS)",-,NO TIENE UNA FUENTE PARA EL INGRESO DE AGUA.,SI HAY DIAGNOSTICO,2025,NO HAY PROYECTO,,
060109,MAGDALENA,CAJAMARCA,CAJAMARCA,PISCINA IPD MAGDALENA,INSTALACION DEPORTIVA Y/O RECREATIVA,PISCINA,PISCINA,PISCINA RECREATIVA,NATACION,NO,,"-78,662013","-7,251205",,,,,,,,,,,,NO ESTA OPERATIVA  MAS DE15 ANOS.NO TIENE UNA FUENTE QUE LE PROPORCIONE AGUA,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,PISCINA IPD MAGDALENA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,PISCINA,JR. JOSE CARLOS AMRIATEGUI,1800,PARTIDA ELECTRÓNICA,11080077,SI,NO TIENE,UCR,CALLE S/N,PISCINA IPD MAGDALENA,PISCINA,1800,ESTADO-IPD,IPD,11080077,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,"● PISCINA                                                               
● PATERA",BUENO,,SIN ITSE,NO ESPECIFICA,MNTO,CALLE S/N,ESTADIO TORATA,NO,REGIONES,JUAN CARLOS CHINEN,ARQUITECTO,07UM,"9600,00",SIN ITSE,,NO,2000,"FUTBOL, CERTIFICACION FIFA (GRASS NATURAL)","OPERATIVO, EN USO",MTTO. REALIZADO POR LA MUNICIPALIDAD. FALTA MTTO. INTEGRAL. FALTA MTTO. ESTRUCTURAL,NO TIENE ITSE,SI HAY DIAGNOSTICO,2025,NO HAY PROYECTO,,
060109,MAGDALENA,CAJAMARCA,CAJAMARCA,PISCINA IPD MAGDALENA,INSTALACION DEPORTIVA Y/O RECREATIVA,PISCINA,PISCINA,PISCINA RECREATIVA,NATACION,NO,,"-78,662013","-7,251205",,,,,,,,,,,,NO ESTA OPERATIVA  MAS DE15 ANOS.NO TIENE UNA FUENTE QUE LE PROPORCIONE AGUA,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,PISCINA IPD MAGDALENA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,PISCINA,JR. JOSE CARLOS AMRIATEGUI,1800,PARTIDA ELECTRÓNICA,11080077,SI,NO TIENE,UCR,CALLE S/N,PISCINA IPD MAGDALENA,PISCINA,1800,ESTADO-IPD,IPD,11080077,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,"● PISCINA                                                               
● PATERA",BUENO,,SIN ITSE,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
080503,KUNTURKANKI,CANAS,CUSCO,ESTADIO ANDRES ALENCASTRE GUTIERREZ,INSTALACION DEPORTIVA Y/O RECREATIVA,ESTADIO DE FUTBOL,ESTADIO,CAMPO SINTETICO (CONSTRUIDO POR LA MUNICIPALIDAD DISTRITAL DE KUNTURKANKI),FUTBOL,SI,,"-71,317598","-14,537819",,,,,,,,,,"SIN  INFORMACION,  POR ESTAAR A 06 HORAS DE CUSCO Y NO HABER APROBADO EL PRESUPUESTO DE VIAJE A LA ZONA.","CUENTA CON AGUA, Y SS.HH","ESTA PROPIEDAD TIENE DOBLE PARTIDA, ENTRE EL IPD Y LA  MUNICIPLIDAD DISTRITAL DE KUNTURKANKI. , AUN NO RESUELVE LA SUNARP. SIN INFORMACION POR ESTAR A 06 HORAS, Y NO HABER PRESUPUESTAO PARA EL VIAJE QUE SOLICITO EL CRD USCO",PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO ANDRES ALENCASTRE GUTIERREZ,PREDIO SIN CERCAR,AREA DEPORTIVA,ESTADIO,"AV. VALENTIN ALENCASTRE, POBLADO EL DESCANSO",8000,PARTIDA ELECTRÓNICA,5000016,SI,NO TIENE,UCR,AV. VALENTIN ALENCASTRE,ESTADIO ANDRÉS ALENCASTRE GUTIÉRREZ,ESTADIO,8000,ESTADO-IPD,MUNICIPALIDAD DE KUNTURCANKI,5000016,SI,SIN CONVENIO,SIN CONVENIO ADM POR OTRAS INSTITUCIONES,NO APLICA,NO APLICA,INFRAESTRUCTURA,NO APLICA,MALO,,SIN ITSE,NO ESPECIFICA,MNTO,AV. VALENTIN ALENCASTRE,ESTADIO ANDRES ALENCASTRE GUTIERREZ,SI,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,"8000,00",SIN ITSE,,,,,,,,NO HAY DIAGNOSTICO,,NO HAY PROYECTO,,
080108,WANCHAQ,CUSCO,CUSCO,ESTADIO JOSE SANTOS TAMAYO (EL HUECO),Cargando...,ESTADIO DE FUTBOL,ESTADIO DE FUTBOL,CAMPO DEPORTIVO DE FUTBOL,FUTBOL,SI,,"-71,96007936","-13,53451235",NO,SI,SI,SI,SI,SI,NO,,INADECUADO,"ESTA INFRAESTRUCTURA TUVO UNA INTERVENCION DEL CERCO LATERAL, PERO FALTA LA OTRA PARTE (AV. COSTANERA), SE REQUIERE CONTAR CON SISTEMA DE RIEGO AUTOMATICO.}","CUENTA CON AGUA, LUZ, Y SS.HH","TIENE OBSERVACION DE OCI. EN MALAS CONDICIONES. , ESTA INFRAESTRUCTURA REQUIERE DE CERCO PERIMETRICO.",PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO JOSE SANTOS TAMAYO(EL HUECO,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,"AV. COSTANERA Y EL JR. KORICANCHA- AV. JORGE CHAVEZ, DE LA URB. TTIO","11485,46",PARTIDA ELECTRÓNICA,11068869,SI,NO TIENE,UCR,AV. COSTANERA Y EL JR. KORICANCHA DE LA URB. TTIO,ESTADIO JOSÉ SANTOS TAMAYO(EL HUECO),ESTADIO,"11485,46",IPD,IPD,11068869,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,"● LOSAS DEPORTIVA                                  
● CAMPO DE FUTBOL",REGULAR,,SIN ITSE,SI,MNTO,AV. COSTANERA Y EL JR. KORICANCHA DE LA URB. TTIO,ESTADIO JOSE SANTOS TAMAYO (EL HUECO),SI,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,11485.46,SIN ITSE,,,,FÚTBOL (GRASS NATURAL),"OPERATIVO, EN USO, CON RIESGO / SEGURIDAD",MTTO. DE COBERTURAS DE LAS 02 EDIFICACIONES (NORTE Y SUR). GESTIÓN DE POZO DE AGUA CON EL ANA. HABILITACIÓN DE LUCES DE EMERGENCIA.,"CERCO PERIMÉTRICO FINAL EN CALLE QORICANCHA, DEMOLICIÓN DE CERCO EXISTENTE Y NUEVO CERCO PERIMÉTRICO EN AV. COSTANERA. SIST. DE RIEGO Y ASPERSIÓN DESDE POZO. NUEVO SIST. ALUMBRADO EXTERIOR. HABILITACIÓN DE SCI. HABILITAR SIST. DE ALARMAS Y DETECCIÓN.",SI HAY DIAGNOSTICO,2025,"SI, POLIDEPORTIVO DE 01 MODULO",,
080108,WANCHAQ,CUSCO,CUSCO,ESTADIO JOSE SANTOS TAMAYO (EL HUECO),INSTALACION DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,"CANCHA DE FULBITO
(EXPLANADA DE ESTADIO)",FULBITO,SI,,"-71,96007936","-13,53451235",NO,SI,SI,SI,SI,SI,NO,,INADECUADO,"REQUIERE UN MULTIDEPROTIVO DE VARIOS USOS, Y CERCO DE PROTECCION DE LA PROPIEDAD","CUENTA CON AGUA, LUZ, Y SS.HH",TIENE OBSERVACION DE OCI. EN MALAS CONDICIONES.,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO JOSE SANTOS TAMAYO(EL HUECO,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,"AV. COSTANERA Y EL JR. KORICANCHA- AV. JORGE CHAVEZ, DE LA URB. TTIO","11485,46",PARTIDA ELECTRÓNICA,11068869,SI,NO TIENE,UCR,AV. COSTANERA Y EL JR. KORICANCHA DE LA URB. TTIO,ESTADIO JOSÉ SANTOS TAMAYO(EL HUECO),ESTADIO,"11485,46",IPD,IPD,11068869,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,"● LOSAS DEPORTIVA                                  
● CAMPO DE FUTBOL",REGULAR,,SIN ITSE,SI,MNTO,AV. COSTANERA Y EL JR. KORICANCHA DE LA URB. TTIO,ESTADIO JOSE SANTOS TAMAYO (EL HUECO),SI,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,11485.46,SIN ITSE,,,,FÚTBOL (GRASS NATURAL),"OPERATIVO, EN USO, CON RIESGO / SEGURIDAD",MTTO. DE COBERTURAS DE LAS 02 EDIFICACIONES (NORTE Y SUR). GESTIÓN DE POZO DE AGUA CON EL ANA. HABILITACIÓN DE LUCES DE EMERGENCIA.,"CERCO PERIMÉTRICO FINAL EN CALLE QORICANCHA, DEMOLICIÓN DE CERCO EXISTENTE Y NUEVO CERCO PERIMÉTRICO EN AV. COSTANERA. SIST. DE RIEGO Y ASPERSIÓN DESDE POZO. NUEVO SIST. ALUMBRADO EXTERIOR. HABILITACIÓN DE SCI. HABILITAR SIST. DE ALARMAS Y DETECCIÓN.",SI HAY DIAGNOSTICO,2025,"SI, POLIDEPORTIVO DE 01 MODULO",,
